#next line: numberOfColumns,numberOfRows,dataType
6,19317,dump
#
# used SQL: SELECT gp,pts,reb,asts,fgm,ftm FROM nba.player_regular_season WHERE (gp IS NOT NULL) AND (pts IS NOT NULL) AND (reb IS NOT NULL) AND (asts IS NOT NULL) AND (fgm IS NOT NULL) AND (ftm IS NOT NULL) AND NOT team='TOT'
#
0.033707865,0.0014892033,0.0013959982,8.5910654E-4,0.0018785222,0.0
0.8426966,0.19806403,0.10144253,0.17611684,0.20726362,0.16190477
0.8988764,0.40009928,0.15914379,0.30326462,0.39323732,0.42380953
0.9101124,0.274758,0.123313166,0.25429553,0.27802128,0.2607143
0.8426966,0.3720526,0.14006515,0.32646048,0.3719474,0.3702381
0.9101124,0.43335816,0.18194509,0.37800688,0.41452724,0.50238097
0.8426966,0.47381485,0.123313166,0.52061856,0.43894804,0.6035714
0.0,0.007197816,0.0013959982,0.006013746,0.0068879146,0.008333334
0.42696628,0.1774634,0.06002792,0.23625429,0.18910457,0.13214286
0.6179775,0.181931,0.065611914,0.24484536,0.19724484,0.12261905
0.85393256,0.2658228,0.109353185,0.37199312,0.28490922,0.19166666
0.8764045,0.14892033,0.06375058,0.18728523,0.15654352,0.11904762
0.33707866,0.01340283,0.007910656,0.014604811,0.011897308,0.01904762
0.6853933,0.041945893,0.032107957,0.041237112,0.040075142,0.048809525
0.28089887,0.034748077,0.0241973,0.028350515,0.028804008,0.057142857
0.3483146,0.05410772,0.040949278,0.058419243,0.040075142,0.10595238
0.30337077,0.023082651,0.04467194,0.008591065,0.022542266,0.025
0.8988764,0.17225118,0.23499303,0.060996562,0.17908579,0.14404762
0.38202247,0.056341525,0.08655188,0.029209621,0.051346276,0.075
0.505618,0.102506824,0.11540251,0.03264605,0.104571074,0.09404762
0.8988764,0.2271035,0.28059563,0.07560138,0.23794615,0.1845238
0.8876405,0.1330355,0.20986505,0.06872852,0.14151534,0.1
0.011235955,9.928022E-4,0.0032573289,8.5910654E-4,0.0012523482,0.0
0.7752809,0.08215438,0.090739876,0.043814432,0.09204759,0.04404762
0.02247191,4.964011E-4,9.306654E-4,0.0,6.261741E-4,0.0
0.74157304,0.11913626,4.653327E-4,0.17010309,0.11333751,0.13571429
0.3258427,0.042938694,0.026058631,0.064432986,0.041953664,0.046428572
0.66292137,0.15735915,0.0725919,0.22938144,0.14026299,0.21666667
0.505618,0.14991313,0.07119591,0.24570447,0.1352536,0.19285715
0.16853933,0.02680566,0.014425314,0.07560138,0.025673138,0.029761905
0.78651685,0.21618268,0.08980922,0.29123712,0.19035693,0.29285714
0.46067417,0.05485232,0.03769195,0.15893471,0.05698184,0.039285716
0.41573033,0.024323653,0.018147975,0.03006873,0.021916093,0.033333335
0.8876405,0.11392405,0.07771056,0.17611684,0.12022542,0.08928572
0.8988764,0.14023331,0.107026525,0.19501719,0.14777708,0.11071429
0.8202247,0.21891288,0.15309446,0.3273196,0.23105824,0.17142858
0.9101124,0.24820055,0.16472778,0.3676976,0.2586099,0.20714286
0.66292137,0.15537354,0.12703583,0.2646048,0.16092674,0.13333334
0.8764045,0.12683047,0.09865054,0.24312715,0.13462743,0.09642857
0.8764045,0.1866468,0.10469986,0.32302406,0.19474013,0.15476191
0.23595506,0.01861504,0.008841322,0.03436426,0.018785222,0.014285714
0.6292135,0.110201046,0.06188925,0.21305841,0.11521603,0.08571429
0.8651685,0.10474063,0.061423916,0.17783505,0.10018785,0.11547619
0.3483146,0.017374039,0.0037226616,0.021477664,0.018785222,0.00952381
0.123595506,0.003971209,0.0037226616,0.008591065,0.0037570444,0.0035714286
0.033707865,0.003723008,0.0032573289,0.016323024,0.0043832185,0.0011904762
0.14606741,0.003226607,0.0027919963,0.006013746,0.0031308704,0.0035714286
0.29213482,0.01811864,0.0065146578,0.036082473,0.015654352,0.022619048
0.7752809,0.0933234,0.08515589,0.05756014,0.10081403,0.06428572
0.66292137,0.10920824,0.09353188,0.033505153,0.11646838,0.08095238
0.8651685,0.1799454,0.17449977,0.08419244,0.1884784,0.14642857
0.83146065,0.1370067,0.1479758,0.10738832,0.1471509,0.09761905
0.8651685,0.16157855,0.14704514,0.09965636,0.169067,0.13214286
0.8651685,0.14321172,0.11307585,0.0790378,0.154665,0.098809525
0.9101124,0.14395632,0.13401583,0.05498282,0.15779586,0.09047619
0.7977528,0.116902456,0.098185204,0.098797254,0.13087039,0.06309524
0.78651685,0.09630181,0.07724523,0.06872852,0.102066375,0.07380953
0.85393256,0.09456441,0.07491857,0.0652921,0.10519724,0.05357143
0.53932583,0.042442292,0.03257329,0.028350515,0.043832187,0.036904763
0.71910113,0.13948871,0.22847836,0.13917525,0.13212273,0.16666667
0.6853933,0.16331597,0.34015822,0.17955327,0.15278648,0.20238096
0.7752809,0.18466121,0.3541182,0.1984536,0.17031935,0.23809524
0.7977528,0.17076197,0.24569567,0.15120275,0.16092674,0.20714286
0.7977528,0.23430131,0.28478363,0.17010309,0.22542267,0.26666668
0.7078652,0.1392405,0.17961843,0.12972508,0.13337508,0.16071428
0.78651685,0.18912882,0.25919032,0.14089347,0.19286162,0.17380953
0.752809,0.13030529,0.18752909,0.0652921,0.13587977,0.108333334
0.7078652,0.1866468,0.0,0.13745704,0.17720726,0.22142857
0.71910113,0.1414743,0.18659842,0.09450172,0.12648717,0.19761905
0.6292135,0.08612559,0.09492787,0.0652921,0.075140886,0.12738095
0.64044946,0.057582527,0.078175895,0.016323024,0.05823419,0.054761905
0.15730338,0.007942418,0.011633318,0.0,0.007514089,0.00952381
0.6292135,0.05907173,0.083294556,0.021477664,0.06011271,0.054761905
0.02247191,0.0012410027,0.0,8.5910654E-4,6.261741E-4,0.0035714286
0.033707865,0.0034748076,0.0,8.5910654E-4,0.0037570444,0.0023809525
0.5955056,0.05907173,0.0,0.018900344,0.05823419,0.061904762
0.26966292,0.017125838,0.019078642,0.0042955326,0.019411396,0.008333334
0.5730337,0.016877636,0.036761284,0.0025773195,0.017532874,0.014285714
0.49438202,0.04095309,0.021405306,0.07044674,0.046963055,0.014285714
0.04494382,9.928022E-4,0.0023266636,0.0034364262,0.0012523482,0.0
0.04494382,0.0019856044,9.306654E-4,8.5910654E-4,0.0025046964,0.0
0.14606741,0.007694217,0.010237319,0.0,0.008140263,0.005952381
0.056179777,4.964011E-4,0.0023266636,0.0017182131,6.261741E-4,0.0
0.752809,0.11218665,0.13401583,0.03178694,0.11396368,0.104761906
0.29213482,0.07371556,0.08050256,0.033505153,0.072636195,0.077380955
0.47191012,0.07346736,0.08236389,0.01975945,0.06887915,0.09047619
0.64044946,0.07321916,0.08236389,0.014604811,0.07326236,0.07261905
0.23595506,0.03127327,0.040483948,0.010309278,0.028804008,0.04047619
0.08988764,0.006949615,0.01209865,0.0,0.007514089,0.004761905
0.8202247,0.33854553,0.35318753,0.14003436,0.3218535,0.3845238
0.71910113,0.3199305,0.2875756,0.17611684,0.30244207,0.35714287
0.8426966,0.39017126,0.39646348,0.2371134,0.35316217,0.5011905
0.85393256,0.38694465,0.40483946,0.22508591,0.33876017,0.52261907
0.6179775,0.28443784,0.27501163,0.16065292,0.23231058,0.44761905
0.11235955,0.030528666,0.033503957,0.026632302,0.030056356,0.023809524
0.6292135,0.25614297,0.26663566,0.16580756,0.22792736,0.32380953
0.6516854,0.25812855,0.2731503,0.124570444,0.22291797,0.3595238
0.40449437,0.120625466,0.15262914,0.067010306,0.10519724,0.17023809
0.8202247,0.30752048,0.29409027,0.15034364,0.27927363,0.35238096
0.37078652,0.06875155,0.08562122,0.033505153,0.060738884,0.075
0.64044946,0.21717548,0.23685434,0.08419244,0.20726362,0.22023809
0.7078652,0.14941673,0.20939972,0.074742265,0.13963681,0.15952381
0.37078652,0.06726235,0.08934388,0.0395189,0.06700063,0.058333334
0.04494382,0.002233805,0.0069799908,0.0,0.0018785222,0.0035714286
0.64044946,0.07520477,0.117263846,0.0652921,0.080150284,0.05595238
0.85393256,0.15438074,0.25546765,0.09020618,0.15842204,0.13809524
0.74157304,0.121866465,0.19497441,0.074742265,0.1352536,0.0702381
0.85393256,0.16430876,0.25500232,0.088487975,0.18159048,0.09761905
0.7977528,0.115165055,0.1749651,0.085910656,0.1327489,0.04761905
0.056179777,0.0027302061,0.0032573289,8.5910654E-4,0.0031308704,0.0011904762
0.752809,0.14643832,0.0,0.13144329,0.15654352,0.10714286
0.74157304,0.18962522,0.2717543,0.16924399,0.19724484,0.15952381
0.7303371,0.1826756,0.32201025,0.17869416,0.19286162,0.14285715
0.7752809,0.18937701,0.36016753,0.1984536,0.19661866,0.16071428
0.78651685,0.17026557,0.27408096,0.13573883,0.1809643,0.12857144
0.7977528,0.2293373,0.33922756,0.19931272,0.25046962,0.14761905
0.83146065,0.23752792,0.32014892,0.2525773,0.24420789,0.21071428
0.7977528,0.18739142,0.3001396,0.13659793,0.19787101,0.14642857
0.7977528,0.1355175,0.22568637,0.10051546,0.14464621,0.1
0.31460676,0.03797468,0.03769195,0.011168385,0.041327488,0.023809524
0.9101124,0.09952842,0.07119591,0.19931272,0.1014402,0.08452381
0.8988764,0.20253165,0.08794788,0.31443298,0.18472135,0.25714287
0.8988764,0.21221146,0.07724523,0.32044673,0.19912335,0.21071428
0.8426966,0.14594193,0.0739879,0.22594501,0.14589857,0.12142857
0.752809,0.16852817,0.08887855,0.35738832,0.16343144,0.16785714
0.31460676,0.056589726,0.02745463,0.10824742,0.054477144,0.03452381
0.5730337,0.16480516,0.09353188,0.25429553,0.14464621,0.16547619
0.56179774,0.07719037,0.05490926,0.12800688,0.07639324,0.04404762
0.58426964,0.10498883,0.057235923,0.21305841,0.1039449,0.092857145
0.5280899,0.11293125,0.054443926,0.19072165,0.114589855,0.098809525
0.8876405,0.16008936,0.08003723,0.24914089,0.17282404,0.10119048
0.5168539,0.057582527,0.02233597,0.1185567,0.05698184,0.057142857
0.5168539,0.03698188,0.0255933,0.0919244,0.035065748,0.039285716
0.14606741,0.012906428,0.0051186597,0.013745705,0.013775829,0.00952381
0.2247191,0.025316456,0.02233597,0.048109967,0.021289919,0.03214286
0.23595506,0.006949615,0.004653327,0.012886598,0.007514089,0.004761905
0.31460676,0.02333085,0.019078642,0.021477664,0.021916093,0.028571429
0.26966292,0.04939191,0.021405306,0.03436426,0.045084532,0.065476194
0.8988764,0.3606354,0.1465798,0.18298969,0.35128367,0.39404762
0.85393256,0.39712086,0.14285715,0.16408935,0.38447088,0.44285715
0.64044946,0.263589,0.090739876,0.23281787,0.26675016,0.25
0.8764045,0.38545546,0.107026525,0.2749141,0.40262994,0.31785715
0.5168539,0.2275999,0.057235923,0.16408935,0.22417031,0.23928571
0.39325842,0.12285927,0.043741275,0.085910656,0.119599245,0.13452381
0.123595506,0.03673368,0.013494649,0.036082473,0.038822792,0.028571429
0.5168539,0.14817573,0.087017216,0.098797254,0.14402004,0.16309524
0.37078652,0.08289898,0.03769195,0.064432986,0.08140263,0.08809524
0.8764045,0.19607843,0.09120521,0.12714776,0.20914215,0.14404762
0.71910113,0.18987341,0.09771987,0.11340206,0.2078898,0.120238096
0.6741573,0.10920824,0.06002792,0.05756014,0.117094554,0.077380955
0.11235955,0.007942418,0.008841322,0.006013746,0.007514089,0.00952381
0.056179777,0.0062050135,0.0069799908,0.0017182131,0.006261741,0.005952381
0.24719101,0.014643832,0.0065146578,0.0025773195,0.013149655,0.00952381
0.24719101,0.017622238,0.01721731,0.005154639,0.0169067,0.020238096
0.26966292,0.026309257,0.038157284,0.0077319588,0.025673138,0.028571429
0.13483146,0.00893522,0.013494649,8.5910654E-4,0.010644959,0.0023809525
0.21348314,0.056093324,0.051651932,0.014604811,0.049467754,0.07976191
0.7752809,0.09977662,0.08562122,0.0154639175,0.10895429,0.057142857
0.85393256,0.08687019,0.14006515,0.069587626,0.07326236,0.13690476
0.8988764,0.11417225,0.17124245,0.074742265,0.08766437,0.21428572
0.8651685,0.11466865,0.18613309,0.13144329,0.102066375,0.16190477
0.8876405,0.12683047,0.22708236,0.09020618,0.11646838,0.16309524
0.78651685,0.06329114,0.15914379,0.06013746,0.065122105,0.052380953
0.8876405,0.041945893,0.14704514,0.0395189,0.034439575,0.0702381
0.33707866,0.019856043,0.04141461,0.005154639,0.018785222,0.023809524
0.47191012,0.014892032,0.04141461,0.016323024,0.014402004,0.016666668
0.7752809,0.111690246,0.13773848,0.04982818,0.09893551,0.15952381
0.23595506,0.029784065,0.027919963,0.012027492,0.023794616,0.052380953
0.8988764,0.11963266,0.14704514,0.0661512,0.09204759,0.22380953
0.5505618,0.052866716,0.07631457,0.0524055,0.040701315,0.098809525
0.8764045,0.103003226,0.15495579,0.083333336,0.08077645,0.18690476
0.9101124,0.050632913,0.079571895,0.05154639,0.046963055,0.06428572
0.7752809,0.029784065,0.053978596,0.03178694,0.02316844,0.054761905
0.60674155,0.05435592,0.025127966,0.05154639,0.057608016,0.041666668
0.20224719,0.015388434,0.0055839927,0.008591065,0.016280526,0.011904762
0.5730337,0.058327127,0.0483946,0.07130584,0.054477144,0.057142857
0.505618,0.03598908,0.034899954,0.07646048,0.03569192,0.027380953
0.9101124,0.11491685,0.17449977,0.02749141,0.11897308,0.098809525
0.7303371,0.12236287,0.17124245,0.06357388,0.12961803,0.09404762
0.9101124,0.19607843,0.30991158,0.07044674,0.19912335,0.18333334
0.8651685,0.19036981,0.3396929,0.09707904,0.20162806,0.14642857
0.15730338,0.020600645,0.0,0.0077319588,0.021916093,0.0154761905
0.02247191,0.0,0.0013959982,0.0025773195,0.0,0.0
0.101123594,0.003723008,0.0013959982,0.006013746,0.0037570444,0.0023809525
0.8651685,0.1379995,0.06979991,0.20876288,0.1352536,0.11666667
0.8988764,0.17522958,0.08236389,0.22079037,0.17031935,0.16071428
0.29213482,0.03251427,0.019543974,0.080756016,0.03068253,0.039285716
0.47191012,0.07272276,0.030711958,0.09965636,0.075140886,0.058333334
0.123595506,0.00918342,0.008375989,0.02233677,0.009392611,0.008333334
0.6179775,0.11094564,0.07212657,0.20189004,0.11772072,0.08095238
0.8876405,0.1325391,0.084690556,0.19329897,0.12711334,0.14880952
0.80898875,0.0896004,0.081898555,0.12714776,0.08891672,0.09166667
0.20224719,0.014395632,0.01209865,0.03178694,0.014402004,0.008333334
0.6292135,0.048647307,0.02745463,0.08676976,0.041953664,0.06428572
0.7977528,0.275999,0.090739876,0.14175257,0.22792736,0.35714287
0.9325843,0.46363863,0.13448115,0.29381442,0.4007514,0.5452381
0.9550562,0.43310994,0.13587715,0.31013745,0.38196617,0.53333336
0.9325843,0.34450236,0.10004653,0.26288658,0.30244207,0.3797619
0.5505618,0.16406056,0.039087947,0.1185567,0.14276768,0.18333334
0.8426966,0.20253165,0.067007914,0.2611684,0.19035693,0.18571429
0.13483146,0.018863242,0.0051186597,0.01975945,0.014402004,0.028571429
0.5280899,0.05410772,0.026058631,0.03264605,0.0507201,0.06666667
0.24719101,0.019111441,0.0130293155,0.009450172,0.0169067,0.027380953
0.83146065,0.10374783,0.10144253,0.055841923,0.097683154,0.12619048
0.74157304,0.10871184,0.10888785,0.025773196,0.1039449,0.12619048
0.123595506,0.0062050135,0.008841322,0.010309278,0.0050093927,0.010714286
0.7078652,0.0898486,0.04932527,0.114261165,0.09392611,0.058333334
0.6516854,0.07148176,0.04327594,0.11597938,0.06700063,0.08214286
0.92134833,0.20153885,0.108422525,0.38316151,0.18722604,0.1797619
0.8876405,0.11243485,0.06654258,0.21649484,0.11145899,0.09404762
0.21348314,0.019856043,0.01209865,0.030927835,0.018785222,0.020238096
0.42696628,0.021841649,0.079571895,0.016323024,0.021916093,0.021428572
0.5505618,0.051873915,0.12843183,0.016323024,0.05385097,0.04404762
0.78651685,0.118639864,0.2745463,0.02749141,0.12586099,0.09047619
0.83146065,0.11715066,0.255933,0.03436426,0.114589855,0.12619048
0.7752809,0.15636635,0.21824104,0.06013746,0.15904821,0.1452381
0.505618,0.047654506,0.0725919,0.018041236,0.04633688,0.052380953
0.0,4.964011E-4,0.0,0.0,6.261741E-4,0.0
0.58426964,0.12360387,0.06468125,0.19072165,0.1183469,0.10714286
0.7303371,0.1347729,0.15169847,0.124570444,0.13212273,0.14404762
0.78651685,0.23653512,0.20009306,0.17611684,0.20976831,0.33690476
0.66292137,0.22362868,0.20288506,0.114261165,0.21477771,0.2559524
0.7977528,0.21221146,0.18334109,0.11340206,0.20601127,0.2345238
0.7752809,0.19384463,0.16100512,0.10824742,0.18785222,0.21547619
0.85393256,0.1330355,0.12191717,0.1056701,0.1352536,0.123809524
0.7752809,0.079920575,0.07212657,0.07302406,0.080150284,0.07857143
0.49438202,0.029784065,0.032107957,0.010309278,0.030056356,0.028571429
0.505618,0.05435592,0.057235923,0.03178694,0.0507201,0.067857146
0.16853933,0.04045669,0.04141461,0.024054984,0.041327488,0.036904763
0.14606741,0.017374039,0.023266636,0.005154639,0.018159049,0.014285714
0.9101124,0.20228344,0.19823174,0.09450172,0.21540388,0.14166667
0.8202247,0.09803922,0.08236389,0.058419243,0.09580463,0.1
0.8202247,0.14246711,0.15030247,0.08934708,0.13400126,0.17142858
0.19101124,0.021841649,0.021405306,0.011168385,0.017532874,0.03809524
0.06741573,0.0019856044,0.0023266636,8.5910654E-4,0.0018785222,0.0023809525
0.02247191,4.964011E-4,9.306654E-4,0.0,6.261741E-4,0.0
0.25842696,0.026309257,0.0130293155,0.03264605,0.02629931,0.026190476
0.83146065,0.091586,0.10283853,0.21735395,0.09079524,0.09404762
0.9101124,0.22511789,0.14192648,0.3445017,0.22542267,0.22142857
0.8764045,0.15884835,0.114471845,0.3170103,0.15403882,0.17142858
0.39325842,0.03574088,0.028850628,0.03694158,0.03193488,0.04761905
0.5730337,0.03276247,0.017682644,0.050687287,0.031308703,0.03809524
0.9101124,0.20923306,0.16519311,0.51890033,0.1934878,0.25238097
0.9101124,0.16083395,0.123313166,0.330756,0.14840326,0.20476191
0.42696628,0.028543063,0.0255933,0.0919244,0.023794616,0.046428572
0.38202247,0.03598908,0.026523964,0.04982818,0.036318097,0.03452381
0.8988764,0.071233556,0.08562122,0.2525773,0.06449593,0.09642857
0.33707866,0.01836684,0.022801302,0.055841923,0.017532874,0.021428572
0.11235955,0.007694217,0.011167985,0.026632302,0.008766437,0.0035714286
0.011235955,4.964011E-4,0.0,0.0,0.0,0.0023809525
0.53932583,0.056341525,0.0,0.03436426,0.05886036,0.046428572
0.033707865,0.0029784066,0.0,8.5910654E-4,0.0031308704,0.0023809525
0.033707865,0.0,0.0023266636,0.0068728523,0.0,0.0
0.02247191,0.0,9.306654E-4,8.5910654E-4,0.0,0.0
0.64044946,0.076197565,0.15169847,0.02233677,0.07388854,0.08452381
0.23595506,0.008438818,0.015821312,0.0017182131,0.009392611,0.004761905
0.24719101,0.015388434,0.026058631,0.0034364262,0.016280526,0.011904762
0.011235955,0.0,0.0,0.0,0.0,0.0
0.11235955,0.003723008,0.0055839927,0.0017182131,0.0043832185,0.0011904762
0.40449437,0.029287664,0.033503957,0.028350515,0.02629931,0.04047619
0.56179774,0.14569372,0.0,0.13573883,0.13901064,0.17023809
0.38202247,0.038471084,0.046998605,0.01718213,0.041953664,0.025
0.7977528,0.11367585,0.100511864,0.03006873,0.110206634,0.033333335
0.8988764,0.15934475,0.12750116,0.06357388,0.16343144,0.1
0.71910113,0.111690246,0.100511864,0.055841923,0.1158422,0.04047619
0.056179777,0.0034748076,0.004653327,0.0025773195,0.0025046964,0.004761905
0.49438202,0.05559692,0.04606794,0.020618556,0.05259862,0.017857144
0.8988764,0.2243733,0.10981852,0.25515464,0.23982467,0.15714286
0.9101124,0.2231323,0.07212657,0.27405497,0.24232937,0.1404762
0.9101124,0.2680566,0.11167985,0.38487974,0.27739513,0.22142857
0.9101124,0.17721519,0.0725919,0.30584192,0.19035693,0.11309524
0.64044946,0.11739886,0.04281061,0.13745704,0.1327489,0.05595238
0.8764045,0.15611814,0.08236389,0.33505154,0.16718848,0.1
0.9101124,0.15239513,0.06747324,0.12972508,0.16593613,0.09761905
0.3258427,0.039960288,0.02233597,0.03694158,0.04445836,0.020238096
0.39325842,0.08587739,0.02745463,0.072164945,0.09204759,0.054761905
0.6516854,0.12856789,0.08282922,0.06357388,0.12273012,0.05595238
0.056179777,0.002233805,0.004653327,8.5910654E-4,0.0012523482,0.005952381
0.80898875,0.078431375,0.05304793,0.079896905,0.08390733,0.057142857
0.7303371,0.0898486,0.112145185,0.072164945,0.08077645,0.123809524
0.8764045,0.16679077,0.21731038,0.17268041,0.17908579,0.11904762
0.8426966,0.09704641,0.14006515,0.085910656,0.094552286,0.10595238
0.3258427,0.052618515,0.09585854,0.03780069,0.054477144,0.045238096
0.49438202,0.04045669,0.06002792,0.04982818,0.03819662,0.048809525
0.8988764,0.116902456,0.22522104,0.1056701,0.11772072,0.11190476
0.19101124,0.02705386,0.0483946,0.01975945,0.028804008,0.020238096
0.5955056,0.053114917,0.09771987,0.033505153,0.057608016,0.035714287
0.37078652,0.020352446,0.03769195,0.018041236,0.017532874,0.030952381
0.011235955,0.0017374038,0.0023266636,0.0,0.0018785222,0.0011904762
0.35955057,0.012658228,0.04932527,0.012027492,0.008766437,0.027380953
0.26966292,0.015636634,0.012563983,0.0042955326,0.0169067,0.010714286
0.011235955,4.964011E-4,0.0013959982,8.5910654E-4,6.261741E-4,0.0
0.17977528,0.0034748076,0.0027919963,0.020618556,0.0043832185,0.0
0.04494382,0.0057086125,0.0032573289,0.018900344,0.006261741,0.0035714286
0.7303371,0.15264334,0.261517,0.14948453,0.12961803,0.23928571
0.7303371,0.1347729,0.23359703,0.11512028,0.12335629,0.17738095
0.7752809,0.11367585,0.20428106,0.096219935,0.09830933,0.17142858
0.7752809,0.058078926,0.14146115,0.06357388,0.048841577,0.092857145
0.7752809,0.14221892,0.1791531,0.12972508,0.1208516,0.22261904
0.74157304,0.074956566,0.11121452,0.07646048,0.06324358,0.11904762
0.71910113,0.038719285,0.023266636,0.12886597,0.038822792,0.029761905
0.24719101,0.011913626,0.0041879946,0.024054984,0.011271133,0.013095238
0.0,4.964011E-4,9.306654E-4,0.0,6.261741E-4,0.0
0.011235955,4.964011E-4,9.306654E-4,0.0,6.261741E-4,0.0
0.13483146,0.01811864,0.033038624,0.012886598,0.019411396,0.013095238
0.04494382,0.003723008,0.006049325,0.0017182131,0.0031308704,0.005952381
0.02247191,0.004219409,0.0041879946,0.0017182131,0.0043832185,0.0035714286
0.02247191,0.0014892033,0.0,0.0,0.0018785222,0.0
0.9101124,0.1792008,0.10656119,0.18986255,0.18973075,0.13214286
0.8988764,0.18937701,0.15635179,0.28522336,0.20100188,0.13928571
0.8426966,0.22511789,0.1251745,0.19759451,0.23982467,0.16547619
0.9101124,0.15860015,0.12750116,0.27061856,0.1665623,0.12142857
0.9101124,0.1834202,0.12191717,0.41408935,0.17094553,0.1845238
0.9101124,0.17423679,0.11865984,0.3685567,0.17282404,0.13690476
0.9101124,0.18813601,0.11354118,0.40034366,0.1715717,0.175
0.9101124,0.21320426,0.118194506,0.32044673,0.20162806,0.15
0.6741573,0.13204269,0.10609586,0.24828179,0.1183469,0.11547619
0.8876405,0.14569372,0.08887855,0.26975945,0.13337508,0.09642857
0.8876405,0.12782328,0.105630524,0.18470791,0.119599245,0.098809525
0.71910113,0.07371556,0.13029316,0.018041236,0.080150284,0.048809525
0.8764045,0.21618268,0.2359237,0.036082473,0.22980589,0.16190477
0.78651685,0.12137007,0.2047464,0.04467354,0.13337508,0.07380953
0.8426966,0.16927277,0.255933,0.098797254,0.17595491,0.14166667
0.8876405,0.19235542,0.2843183,0.09965636,0.2003757,0.16071428
0.8988764,0.19682303,0.22149837,0.0652921,0.19035693,0.22023809
0.8876405,0.24050634,0.29362494,0.07388316,0.25297433,0.19166666
0.8651685,0.25341275,0.28385296,0.069587626,0.26424545,0.20714286
0.76404494,0.1362621,0.22010237,0.058419243,0.1471509,0.09404762
0.49438202,0.070985354,0.12563983,0.025773196,0.07388854,0.05952381
0.8764045,0.12906428,0.28804094,0.067010306,0.1377583,0.09404762
0.8764045,0.074708365,0.15774779,0.03780069,0.08641202,0.029761905
0.74157304,0.036485482,0.08748255,0.018900344,0.03569192,0.039285716
0.38202247,0.019111441,0.046998605,0.018041236,0.021916093,0.008333334
0.35955057,0.011913626,0.016751979,0.0025773195,0.013775829,0.004761905
0.83146065,0.10598163,0.0725919,0.06872852,0.11396368,0.075
0.19101124,0.00918342,0.0023266636,0.0077319588,0.0100187855,0.005952381
0.24719101,0.01836684,0.004653327,0.0077319588,0.019411396,0.013095238
0.101123594,0.003971209,0.0032573289,0.0042955326,0.0043832185,0.0023809525
0.16853933,0.015884835,0.011633318,0.009450172,0.0169067,0.011904762
0.3483146,0.03201787,0.04467194,0.014604811,0.026925486,0.05
0.33707866,0.06825515,0.055374593,0.06872852,0.07075767,0.058333334
0.5955056,0.097542815,0.1023732,0.048109967,0.09893551,0.09166667
0.3258427,0.057582527,0.060493253,0.050687287,0.061991233,0.039285716
0.85393256,0.15661454,0.18520242,0.101374574,0.15341265,0.16785714
0.9101124,0.29858527,0.28106096,0.185567,0.3262367,0.19166666
0.9101124,0.3653512,0.27408096,0.29810998,0.36756417,0.35238096
0.11235955,0.039215688,0.032107957,0.028350515,0.03569192,0.052380953
0.76404494,0.15438074,0.18752909,0.0919244,0.15403882,0.15476191
0.9101124,0.23579052,0.24150768,0.14862543,0.24107702,0.21428572
0.9101124,0.16356416,0.18101442,0.104811,0.16781466,0.13928571
0.8988764,0.12459668,0.12191717,0.05756014,0.12836568,0.092857145
0.23595506,0.025068255,0.030246627,0.01975945,0.023794616,0.027380953
0.53932583,0.07743857,0.083294556,0.0524055,0.07326236,0.09166667
0.7752809,0.16530156,0.13680781,0.106529206,0.15842204,0.102380954
0.8764045,0.20004964,0.16845044,0.14862543,0.2053851,0.120238096
0.5168539,0.087366596,0.06747324,0.03694158,0.082028806,0.061904762
0.5955056,0.05435592,0.076779895,0.05154639,0.055103317,0.039285716
0.15730338,0.004964011,0.006049325,0.0034364262,0.0056355665,0.0023809525
0.56179774,0.06329114,0.03629595,0.12113402,0.048215404,0.108333334
0.08988764,0.010424423,0.0032573289,0.013745705,0.008140263,0.01904762
0.0,4.964011E-4,0.0,0.0,6.261741E-4,0.0
0.56179774,0.029039463,0.020474639,0.07388316,0.025046963,0.030952381
0.02247191,0.0,0.0,0.0,0.0,0.0
0.66292137,0.07669397,0.0,0.093642615,0.07326236,0.08928572
0.19101124,0.01836684,0.020009307,0.03264605,0.018159049,0.01904762
0.07865169,0.0027302061,0.0023266636,0.0042955326,0.0018785222,0.005952381
0.6516854,0.043435097,0.06840391,0.04209622,0.039448965,0.058333334
0.8651685,0.055845123,0.12563983,0.05412371,0.056355666,0.05357143
0.9101124,0.21270786,0.2959516,0.10051546,0.22917971,0.14880952
0.9101124,0.20650285,0.29269427,0.111683846,0.21039449,0.18928571
0.9101124,0.28443784,0.33364356,0.1323024,0.28616154,0.2761905
0.9101124,0.24919336,0.26756632,0.17353952,0.24107702,0.275
0.9101124,0.17398858,0.19637041,0.12027492,0.17282404,0.17738095
0.74157304,0.15884835,0.20148906,0.12886597,0.15967439,0.15119047
0.9101124,0.16952097,0.25127965,0.17955327,0.18409517,0.11309524
0.8876405,0.19955324,0.24523035,0.1323024,0.21540388,0.13690476
0.8988764,0.118888065,0.1465798,0.088487975,0.12711334,0.08452381
0.056179777,0.0054604122,0.008375989,0.0017182131,0.0068879146,0.0
0.30337077,0.011665425,0.015355979,0.0034364262,0.010644959,0.0154761905
0.20224719,0.029287664,0.022801302,0.067010306,0.028804008,0.030952381
0.7977528,0.1357657,0.15030247,0.20274915,0.11646838,0.20833333
0.7977528,0.2670638,0.17589577,0.27233678,0.2366938,0.3809524
0.7752809,0.2750062,0.16984645,0.32560137,0.25923607,0.33333334
