#next line: numberOfColumns,numberOfRows,dataType
7,7755,dump
#
# used SQL: SELECT ID,PRICE,POWER,ACCELERATION,FUELCONSUMPTION,CO2EMISSION,TAXES FROM LANGNER.CARS2 WHERE (ID IS NOT NULL) AND (PRICE IS NOT NULL) AND (POWER IS NOT NULL) AND (ACCELERATION IS NOT NULL) AND (FUELCONSUMPTION IS NOT NULL) AND (CO2EMISSION IS NOT NULL) AND (TAXES IS NOT NULL)
#
1887.0,0.9622975,0.07438017,0.49800795,0.7906977,0.764,0.712743
1888.0,0.960923,0.07438017,0.49800795,0.7906977,0.764,0.712743
1889.0,0.963252,0.105785124,0.56573707,0.7906977,0.76199996,0.73326135
1890.0,0.96038854,0.105785124,0.56573707,0.7906977,0.76199996,0.73326135
1891.0,0.95943403,0.105785124,0.56573707,0.8,0.77,0.73326135
1892.0,0.95800227,0.105785124,0.56573707,0.7906977,0.76199996,0.73326135
1893.0,0.95800227,0.105785124,0.56573707,0.7906977,0.76199996,0.73326135
1894.0,0.9560933,0.10743801,0.5418327,0.73023254,0.69200003,0.66738665
1895.0,0.95370704,0.10743801,0.5418327,0.73023254,0.69200003,0.66738665
1896.0,0.95370704,0.10743801,0.5418327,0.73023254,0.69200003,0.66738665
1897.0,0.9570478,0.15041323,0.62948203,0.74418604,0.712,0.66738665
1898.0,0.95370704,0.15041323,0.61752987,0.73023254,0.69200003,0.66738665
1899.0,0.95466155,0.15041323,0.62948203,0.74418604,0.712,0.66738665
1900.0,0.9513208,0.15041323,0.61752987,0.73023254,0.69200003,0.66738665
1901.0,0.95466155,0.15041323,0.62948203,0.74418604,0.712,0.66738665
1902.0,0.9513208,0.15041323,0.61752987,0.73023254,0.69200003,0.66738665
1903.0,0.9646837,0.1322314,0.58964145,0.5767442,1.0,0.86933047
1904.0,0.96182024,0.1322314,0.58964145,0.5767442,1.0,0.86933047
1905.0,0.95943403,0.1322314,0.58964145,0.5767442,1.0,0.86933047
1906.0,0.95943403,0.1322314,0.58964145,0.5767442,1.0,0.86933047
1907.0,0.9546138,0.1338843,1.0,0.7255814,0.698,0.8542117
1908.0,0.9546138,0.16528925,0.6334661,0.66976744,0.662,0.8542117
1909.0,0.9522276,0.1338843,1.0,0.7255814,0.698,0.8542117
1910.0,0.9522276,0.16528925,0.6334661,0.66976744,0.662,0.8542117
1911.0,0.9522276,0.1338843,1.0,0.7255814,0.698,0.8542117
1912.0,0.9522276,0.16528925,0.6334661,0.66976744,0.662,0.8542117
1913.0,0.9560933,0.1570248,1.0,0.5674418,0.7,0.8542117
1914.0,0.9560933,0.16528925,0.6334661,0.66976744,0.662,0.8542117
1915.0,0.95370704,0.1570248,1.0,0.5674418,0.7,0.8542117
1916.0,0.95370704,0.16528925,0.6334661,0.66976744,0.662,0.8542117
1917.0,0.95370704,0.1570248,1.0,0.5674418,0.7,0.8542117
1918.0,0.95370704,0.16528925,0.6334661,0.66976744,0.662,0.8542117
1919.0,0.9656382,0.05785124,0.434263,0.69302326,0.686,0.8984881
1920.0,0.96372926,0.09090909,0.52191234,0.68837214,0.68200004,0.8833693
1921.0,0.961343,0.09090909,0.45418328,0.6418605,0.63199997,0.8833693
1922.0,0.961343,0.09090909,0.52191234,0.68837214,0.68200004,0.8833693
1923.0,0.9589568,0.09090909,0.45418328,0.6418605,0.63199997,0.8833693
1924.0,0.9622975,0.11570248,0.56573707,0.69302326,0.686,0.8833693
1925.0,0.9599113,0.11570248,0.56573707,0.69302326,0.686,0.8833693
2951.0,0.886988,0.49586776,0.76494026,0.6372093,0.64,0.74514043
1926.0,0.9599113,0.16528925,0.62948203,0.66976744,0.662,0.8542117
1927.0,0.957525,0.16528925,0.5697211,0.627907,0.622,0.8542117
1928.0,0.957525,0.16528925,0.62948203,0.66976744,0.662,0.8542117
1929.0,0.9551388,0.16528925,0.5697211,0.627907,0.622,0.8542117
1930.0,0.961343,0.07438017,0.49402392,0.7906977,0.764,0.712743
1931.0,0.95996857,0.07438017,0.49402392,0.7906977,0.764,0.712743
1932.0,0.95943403,0.105785124,0.56175303,0.7906977,0.76199996,0.73326135
1933.0,0.9570478,0.105785124,0.56175303,0.7906977,0.76199996,0.73326135
1934.0,0.9551388,0.10743801,0.5378486,0.73023254,0.69200003,0.66738665
1935.0,0.9527526,0.10743801,0.5378486,0.73023254,0.69200003,0.66738665
1936.0,0.9560933,0.15041323,0.62549806,0.73953485,0.706,0.66738665
1937.0,0.9527526,0.15041323,0.61354584,0.73023254,0.69200003,0.66738665
7769.0,0.7768394,0.5322314,0.81673306,0.45581394,0.46600002,0.650108
1938.0,0.95370704,0.15041323,0.62549806,0.73953485,0.706,0.66738665
1939.0,0.9503663,0.15041323,0.61354584,0.73023254,0.69200003,0.66738665
1940.0,0.9680245,0.05785124,0.42629486,0.69302326,0.686,0.8984881
1941.0,0.96516097,0.05785124,0.42629486,0.69302326,0.686,0.8984881
1942.0,0.9661155,0.09090909,0.51394427,0.68837214,0.68200004,0.8833693
1943.0,0.963252,0.09090909,0.51394427,0.68837214,0.68200004,0.8833693
1944.0,0.96086574,0.09090909,0.44621515,0.6418605,0.63199997,0.8833693
1945.0,0.96086574,0.09090909,0.51394427,0.68837214,0.68200004,0.8833693
1946.0,0.9584795,0.09090909,0.44621515,0.6418605,0.63199997,0.8833693
1947.0,0.96086574,0.09090909,0.51394427,0.68837214,0.68200004,0.8833693
1948.0,0.9584795,0.09090909,0.44621515,0.6418605,0.63199997,0.8833693
1949.0,0.96182024,0.11570248,0.56175303,0.69302326,0.686,0.8833693
1950.0,0.95943403,0.11570248,0.56175303,0.69302326,0.686,0.8833693
1951.0,0.95943403,0.11570248,0.56175303,0.69302326,0.686,0.8833693
1952.0,0.96086574,0.1322314,0.5816733,0.67441857,0.666,0.86933047
1953.0,0.9584795,0.1322314,0.5816733,0.67441857,0.666,0.86933047
1954.0,0.9584795,0.1322314,0.5816733,0.67441857,0.666,0.86933047
1955.0,0.95943403,0.16528925,0.62549806,0.66976744,0.662,0.8542117
1956.0,0.9570478,0.16528925,0.56573707,0.627907,0.622,0.8542117
1957.0,0.9570478,0.16528925,0.62549806,0.66976744,0.662,0.8542117
1958.0,0.95466155,0.16528925,0.56573707,0.627907,0.622,0.8542117
1959.0,0.9570478,0.16528925,0.62549806,0.66976744,0.662,0.8542117
1960.0,0.95466155,0.16528925,0.56573707,0.627907,0.622,0.8542117
1961.0,0.96372926,0.07438017,0.4860558,0.7906977,0.764,0.712743
1962.0,0.9623548,0.07438017,0.4860558,0.7906977,0.764,0.712743
1963.0,0.96086574,0.07438017,0.4860558,0.7906977,0.764,0.712743
1964.0,0.9594913,0.07438017,0.4860558,0.7906977,0.764,0.712743
1965.0,0.96182024,0.105785124,0.55776894,0.7906977,0.76199996,0.73326135
1966.0,0.9589568,0.105785124,0.55776894,0.7906977,0.76199996,0.73326135
1967.0,0.95800227,0.105785124,0.55776894,0.8,0.77,0.73326135
1968.0,0.95657057,0.105785124,0.55776894,0.7906977,0.76199996,0.73326135
1969.0,0.95657057,0.105785124,0.55776894,0.7906977,0.76199996,0.73326135
1970.0,0.95466155,0.10743801,0.52589643,0.73023254,0.69200003,0.66738665
1971.0,0.95227534,0.10743801,0.52589643,0.73023254,0.69200003,0.66738665
1972.0,0.95227534,0.10743801,0.52589643,0.73023254,0.69200003,0.66738665
1973.0,0.95561606,0.15041323,0.62151396,0.73953485,0.706,0.66738665
1974.0,0.95227534,0.15041323,0.6055777,0.73023254,0.69200003,0.66738665
1975.0,0.9532298,0.15041323,0.62151396,0.73953485,0.706,0.66738665
1976.0,0.94988906,0.15041323,0.6055777,0.73023254,0.69200003,0.66738665
1977.0,0.9532298,0.15041323,0.62151396,0.73953485,0.706,0.66738665
1978.0,0.94988906,0.15041323,0.6055777,0.73023254,0.69200003,0.66738665
1979.0,0.963252,0.1322314,0.5816733,0.5767442,1.0,0.86933047
1980.0,0.96038854,0.1322314,0.5816733,0.5767442,1.0,0.86933047
1981.0,0.95800227,0.1322314,0.5816733,0.5767442,1.0,0.86933047
1982.0,0.95800227,0.1322314,0.5816733,0.5767442,1.0,0.86933047
1983.0,0.95466155,0.1570248,1.0,0.5674418,0.7,0.8542117
1984.0,0.95466155,0.16528925,0.62549806,0.66976744,0.662,0.8542117
1985.0,0.95227534,0.1570248,1.0,0.5674418,0.7,0.8542117
1986.0,0.95227534,0.16528925,0.62549806,0.66976744,0.662,0.8542117
1987.0,0.95227534,0.1570248,1.0,0.5674418,0.7,0.8542117
1988.0,0.95227534,0.16528925,0.62549806,0.66976744,0.662,0.8542117
1989.0,0.9642065,0.09090909,0.4860558,0.67906976,0.672,0.8833693
1990.0,0.9560933,0.1322314,0.5697211,0.66976744,0.662,0.86933047
1991.0,0.9560933,0.1322314,0.5697211,0.66976744,0.662,0.86933047
1992.0,0.95466155,0.16528925,0.60956174,0.6651163,0.658,0.8542117
1993.0,0.95227534,0.16528925,0.55378485,0.627907,0.622,0.8542117
1994.0,0.95466155,0.16528925,0.60956174,0.6651163,0.658,0.8542117
1995.0,0.95227534,0.16528925,0.55378485,0.627907,0.622,0.8542117
1996.0,0.96182024,0.07438017,0.47808766,0.7813954,0.752,0.712743
1997.0,0.96044576,0.07438017,0.47808766,0.7813954,0.752,0.712743
1998.0,0.9599113,0.105785124,0.54980075,0.7767442,0.748,0.73326135
1999.0,0.9541843,0.105785124,0.54980075,0.7767442,0.748,0.73326135
2000.0,0.9541843,0.105785124,0.54980075,0.7767442,0.748,0.73326135
2001.0,0.94988906,0.10743801,0.52589643,0.7255814,0.68200004,0.66738665
2002.0,0.94988906,0.10743801,0.52589643,0.7255814,0.68200004,0.66738665
2003.0,0.9508436,0.15041323,0.61752987,0.7348837,0.702,0.66738665
2004.0,0.94750285,0.15041323,0.5976095,0.7255814,0.68200004,0.66738665
2005.0,0.9508436,0.15041323,0.61752987,0.7348837,0.702,0.66738665
2006.0,0.94750285,0.15041323,0.5976095,0.7255814,0.68200004,0.66738665
2007.0,0.961343,0.1322314,0.5697211,0.572093,1.0,0.86933047
2008.0,0.95561606,0.1322314,0.5697211,0.572093,1.0,0.86933047
2009.0,0.95561606,0.1322314,0.5697211,0.572093,1.0,0.86933047
2010.0,0.9484096,0.1338843,1.0,0.71627903,0.684,0.8542117
2011.0,0.9484096,0.16528925,0.60956174,0.6651163,0.658,0.8542117
2012.0,0.9484096,0.1338843,1.0,0.71627903,0.684,0.8542117
2953.0,0.8380225,0.553719,0.7729084,0.4837209,0.478,0.6576674
2013.0,0.9484096,0.16528925,0.60956174,0.6651163,0.658,0.8542117
2014.0,0.94988906,0.1570248,1.0,0.55813956,0.694,0.8542117
2015.0,0.94988906,0.16528925,0.60956174,0.6651163,0.658,0.8542117
2016.0,0.94988906,0.1570248,1.0,0.55813956,0.694,0.8542117
2017.0,0.94988906,0.16528925,0.60956174,0.6651163,0.658,0.8542117
2018.0,0.95499563,0.09090909,0.4581673,0.66976744,0.662,0.8833693
2019.0,0.95117766,0.16528925,0.58964145,0.6511628,0.64199996,0.8542117
2020.0,0.94879144,0.16528925,0.52589643,0.6139535,0.602,0.8542117
2021.0,0.9464052,0.16528925,0.58964145,0.6511628,0.64199996,0.8542117
2022.0,0.94401896,0.16528925,0.52589643,0.6139535,0.602,0.8542117
2023.0,0.9473597,0.15041323,0.58964145,0.7255814,0.68799996,0.66738665
2024.0,0.9425872,0.15041323,0.58964145,0.7255814,0.68799996,0.66738665
2025.0,0.9570478,0.10743801,0.49402392,0.6651163,0.656,0.8833693
2026.0,0.9551388,0.1322314,0.5099602,0.65581393,0.646,0.8833693
2027.0,0.9532298,0.16528925,0.6055777,0.6325581,0.622,0.8542117
2028.0,0.94988906,0.16528925,0.6055777,0.6325581,0.622,0.8542117
2029.0,0.94654834,0.16528925,0.6055777,0.6325581,0.622,0.8542117
2030.0,0.94988906,0.16528925,0.6055777,0.6325581,0.622,0.8542117
2031.0,0.94654834,0.16528925,0.6055777,0.6325581,0.622,0.8542117
2032.0,0.94750285,0.19008264,0.5816733,0.5674418,0.554,0.8326134
2033.0,0.94416213,0.19008264,0.5816733,0.5674418,0.554,0.8326134
2034.0,0.9408214,0.19008264,0.5816733,0.5674418,0.554,0.8326134
2035.0,0.94416213,0.19008264,0.5816733,0.5674418,0.554,0.8326134
2036.0,0.9408214,0.19008264,0.5816733,0.5674418,0.554,0.8326134
2037.0,0.9455939,0.2892562,0.70119524,0.5674418,0.556,0.8110151
2038.0,0.9422531,0.2892562,0.70119524,0.5674418,0.556,0.8110151
2039.0,0.9389124,0.2892562,0.70119524,0.5674418,0.556,0.8110151
2040.0,0.9422531,0.2892562,0.70119524,0.5674418,0.556,0.8110151
2041.0,0.9389124,0.2892562,0.70119524,0.5674418,0.556,0.8110151
2042.0,0.94988906,0.11570248,0.55378485,0.7255814,0.68799996,0.66738665
2043.0,0.9489346,0.11570248,0.55378485,0.75813955,0.722,0.66738665
2044.0,0.94654834,0.11570248,0.55378485,0.7255814,0.68799996,0.66738665
2045.0,0.94654834,0.11570248,0.55378485,0.7255814,0.68799996,0.66738665
2046.0,0.94750285,0.1570248,0.62151396,0.7255814,0.68799996,0.66738665
2047.0,0.9436849,0.1570248,0.59362555,0.66976744,0.622,0.66738665
2048.0,0.94416213,0.1570248,0.62151396,0.7255814,0.68799996,0.66738665
2049.0,0.94034415,0.1570248,0.59362555,0.66976744,0.622,0.66738665
2050.0,0.9408214,0.1570248,0.62151396,0.7255814,0.68799996,0.66738665
2051.0,0.93700343,0.1570248,0.59362555,0.66976744,0.622,0.66738665
2052.0,0.94416213,0.1570248,0.62151396,0.7255814,0.68799996,0.66738665
2053.0,0.94034415,0.1570248,0.59362555,0.66976744,0.622,0.66738665
2054.0,0.9408214,0.1570248,0.62151396,0.7255814,0.68799996,0.66738665
2055.0,0.93700343,0.1570248,0.59362555,0.66976744,0.622,0.66738665
2056.0,0.94511664,0.21487603,0.6533865,0.71162796,0.66999996,0.6339093
2057.0,0.9417759,0.21487603,0.6533865,0.71162796,0.66999996,0.6339093
2058.0,0.93843514,0.21487603,0.6533865,0.71162796,0.66999996,0.6339093
2059.0,0.9417759,0.21487603,0.6533865,0.71162796,0.66999996,0.6339093
2060.0,0.93843514,0.21487603,0.6533865,0.71162796,0.66999996,0.6339093
2061.0,0.9527526,0.16528925,0.6055777,0.52093023,1.0,0.8542117
2062.0,0.94941187,0.16528925,0.6055777,0.52093023,1.0,0.8542117
2063.0,0.9460711,0.16528925,0.6055777,0.52093023,1.0,0.8542117
2064.0,0.94941187,0.16528925,0.6055777,0.52093023,1.0,0.8542117
2065.0,0.9460711,0.16528925,0.6055777,0.52093023,1.0,0.8542117
2066.0,0.94988906,0.16528925,0.6055777,0.6325581,0.622,0.8542117
2067.0,0.94654834,0.16528925,0.6055777,0.6325581,0.622,0.8542117
2068.0,0.94988906,0.16528925,0.6055777,0.6325581,0.622,0.8542117
2069.0,0.94654834,0.16528925,0.6055777,0.6325581,0.622,0.8542117
2070.0,0.94416213,0.19008264,0.5816733,0.5674418,0.554,0.8326134
2071.0,0.9408214,0.19008264,0.5816733,0.5674418,0.554,0.8326134
2072.0,0.94416213,0.19008264,0.5816733,0.5674418,0.554,0.8326134
2073.0,0.9408214,0.19008264,0.5816733,0.5674418,0.554,0.8326134
2074.0,0.9422531,0.2892562,0.70119524,0.5674418,0.556,0.8110151
2075.0,0.9389124,0.2892562,0.70119524,0.5674418,0.556,0.8110151
2076.0,0.9422531,0.2892562,0.70119524,0.5674418,0.556,0.8110151
2077.0,0.9389124,0.2892562,0.70119524,0.5674418,0.556,0.8110151
2078.0,0.9489346,0.11570248,0.55378485,0.75813955,0.722,0.66738665
2079.0,0.94654834,0.11570248,0.55378485,0.7255814,0.68799996,0.66738665
2080.0,0.94654834,0.11570248,0.55378485,0.7255814,0.68799996,0.66738665
2081.0,0.94416213,0.1570248,0.62151396,0.7255814,0.68799996,0.66738665
2082.0,0.94034415,0.1570248,0.59362555,0.66976744,0.622,0.66738665
2083.0,0.9408214,0.1570248,0.62151396,0.7255814,0.68799996,0.66738665
2084.0,0.93700343,0.1570248,0.59362555,0.66976744,0.622,0.66738665
2085.0,0.94416213,0.1570248,0.62151396,0.7255814,0.68799996,0.66738665
2086.0,0.94034415,0.1570248,0.59362555,0.66976744,0.622,0.66738665
2087.0,0.9408214,0.1570248,0.62151396,0.7255814,0.68799996,0.66738665
2088.0,0.93700343,0.1570248,0.59362555,0.66976744,0.622,0.66738665
2089.0,0.9417759,0.21487603,0.6533865,0.71162796,0.66999996,0.6339093
2090.0,0.93843514,0.21487603,0.6533865,0.71162796,0.66999996,0.6339093
2091.0,0.9417759,0.21487603,0.6533865,0.71162796,0.66999996,0.6339093
2092.0,0.93843514,0.21487603,0.6533865,0.71162796,0.66999996,0.6339093
2093.0,0.94941187,0.16528925,0.6055777,0.52093023,1.0,0.8542117
2094.0,0.9460711,0.16528925,0.6055777,0.52093023,1.0,0.8542117
2095.0,0.94941187,0.16528925,0.6055777,0.52093023,1.0,0.8542117
2096.0,0.9460711,0.16528925,0.6055777,0.52093023,1.0,0.8542117
2097.0,0.9560933,0.10743801,0.4860558,0.6651163,0.656,0.8833693
2098.0,0.95466155,0.10743801,0.4860558,0.6651163,0.656,0.8833693
2099.0,0.95466155,0.1322314,0.49800795,0.65581393,0.646,0.8833693
2100.0,0.9532298,0.1322314,0.49800795,0.65581393,0.646,0.8833693
2101.0,0.9513208,0.16528925,0.58964145,0.6325581,0.622,0.8542117
2102.0,0.9479801,0.16528925,0.58964145,0.6325581,0.622,0.8542117
2103.0,0.9446394,0.16528925,0.58964145,0.6325581,0.622,0.8542117
2104.0,0.9479801,0.16528925,0.58964145,0.6325581,0.622,0.8542117
2105.0,0.9446394,0.16528925,0.58964145,0.6325581,0.622,0.8542117
2106.0,0.9455939,0.19008264,0.5816733,0.5674418,0.554,0.8326134
2107.0,0.9422531,0.19008264,0.5816733,0.5674418,0.554,0.8326134
2108.0,0.9389124,0.19008264,0.5816733,0.5674418,0.554,0.8326134
2109.0,0.9422531,0.19008264,0.5816733,0.5674418,0.554,0.8326134
2110.0,0.9389124,0.19008264,0.5816733,0.5674418,0.554,0.8326134
2111.0,0.9436849,0.2892562,0.6932271,0.5674418,0.556,0.8110151
2112.0,0.94034415,0.2892562,0.6932271,0.5674418,0.556,0.8110151
2113.0,0.93700343,0.2892562,0.6932271,0.5674418,0.556,0.8110151
2114.0,0.94034415,0.2892562,0.6932271,0.5674418,0.556,0.8110151
2115.0,0.93700343,0.2892562,0.6932271,0.5674418,0.556,0.8110151
2116.0,0.94941187,0.11570248,0.5458168,0.7209302,0.68200004,0.66738665
2117.0,0.9479801,0.11570248,0.5458168,0.7209302,0.68200004,0.66738665
2118.0,0.9470256,0.11570248,0.5458168,0.75813955,0.722,0.66738665
2119.0,0.9446394,0.11570248,0.5458168,0.7209302,0.68200004,0.66738665
2120.0,0.9446394,0.11570248,0.5458168,0.7209302,0.68200004,0.66738665
2121.0,0.9432076,0.1570248,0.58565736,0.66976744,0.622,0.66738665
2122.0,0.9455939,0.1570248,0.60956174,0.7255814,0.68799996,0.66738665
2961.0,0.8054742,0.661157,0.749004,0.5674418,0.56200004,0.6360691
2123.0,0.9417759,0.1570248,0.58565736,0.66976744,0.622,0.66738665
2124.0,0.9422531,0.1570248,0.60956174,0.7255814,0.68799996,0.66738665
2125.0,0.93843514,0.1570248,0.58565736,0.66976744,0.622,0.66738665
2126.0,0.9389124,0.1570248,0.60956174,0.7255814,0.68799996,0.66738665
2127.0,0.9350944,0.1570248,0.58565736,0.66976744,0.622,0.66738665
2128.0,0.9422531,0.1570248,0.60956174,0.7255814,0.68799996,0.66738665
2129.0,0.93843514,0.1570248,0.58565736,0.66976744,0.622,0.66738665
2130.0,0.9389124,0.1570248,0.60956174,0.7255814,0.68799996,0.66738665
2131.0,0.9350944,0.1570248,0.58565736,0.66976744,0.622,0.66738665
2132.0,0.9432076,0.21487603,0.64541835,0.71162796,0.66999996,0.6339093
2133.0,0.9398669,0.21487603,0.64541835,0.71162796,0.66999996,0.6339093
2134.0,0.9365262,0.21487603,0.64541835,0.71162796,0.66999996,0.6339093
2135.0,0.9398669,0.21487603,0.64541835,0.71162796,0.66999996,0.6339093
2136.0,0.9365262,0.21487603,0.64541835,0.71162796,0.66999996,0.6339093
2137.0,0.95227534,0.16528925,0.58964145,0.52093023,1.0,0.8542117
2138.0,0.9508436,0.16528925,0.58964145,0.52093023,1.0,0.8542117
2139.0,0.94750285,0.16528925,0.58964145,0.52093023,1.0,0.8542117
2140.0,0.94416213,0.16528925,0.58964145,0.52093023,1.0,0.8542117
2141.0,0.94750285,0.16528925,0.58964145,0.52093023,1.0,0.8542117
2142.0,0.94416213,0.16528925,0.58964145,0.52093023,1.0,0.8542117
2143.0,0.9470256,0.16528925,0.56573707,0.6232558,0.612,0.8542117
2144.0,0.9432076,0.16528925,0.56573707,0.6232558,0.612,0.8542117
2145.0,0.94129866,0.19008264,0.55378485,0.5488372,0.536,0.8326134
2146.0,0.9374807,0.19008264,0.55378485,0.5488372,0.536,0.8326134
2147.0,0.93938965,0.2892562,0.685259,0.56279075,0.552,0.8110151
2148.0,0.9355717,0.2892562,0.685259,0.56279075,0.552,0.8110151
2149.0,0.9293675,0.2892562,0.685259,0.56279075,0.552,0.8110151
2150.0,0.9436849,0.11735537,0.51394427,0.71162796,0.672,0.66738665
2151.0,0.9398669,0.11735537,0.51394427,0.71162796,0.672,0.66738665
2152.0,0.94129866,0.1570248,0.59362555,0.71162796,0.672,0.66738665
2153.0,0.9374807,0.1570248,0.5378486,0.6604651,0.61399996,0.66738665
2154.0,0.9374807,0.1570248,0.59362555,0.71162796,0.672,0.66738665
2155.0,0.9336627,0.1570248,0.5378486,0.6604651,0.61399996,0.66738665
2156.0,0.9389124,0.21487603,0.62549806,0.69302326,0.648,0.6339093
2157.0,0.9350944,0.21487603,0.62549806,0.69302326,0.648,0.6339093
2158.0,0.9288902,0.21487603,0.62549806,0.69302326,0.648,0.6339093
2159.0,0.94654834,0.16528925,0.56573707,0.5116279,1.0,0.8542117
2160.0,0.94273037,0.16528925,0.56573707,0.5116279,1.0,0.8542117
2161.0,0.94416213,0.16528925,0.55378485,0.61860466,0.606,0.8542117
2162.0,0.93938965,0.16528925,0.55378485,0.61860466,0.606,0.8542117
2163.0,0.93461716,0.16528925,0.55378485,0.61860466,0.606,0.8542117
2164.0,0.93843514,0.19008264,0.5378486,0.544186,0.53,0.8326134
2165.0,0.9336627,0.19008264,0.5378486,0.544186,0.53,0.8326134
2166.0,0.9288902,0.19008264,0.5378486,0.544186,0.53,0.8326134
2167.0,0.9408214,0.11735537,0.49800795,0.71162796,0.66999996,0.66738665
2168.0,0.9360489,0.11735537,0.49800795,0.71162796,0.66999996,0.66738665
2169.0,0.93843514,0.1570248,0.5816733,0.71162796,0.66999996,0.66738665
2170.0,0.93461716,0.1570248,0.52589643,0.65581393,0.60800004,0.66738665
2171.0,0.9336627,0.1570248,0.5816733,0.71162796,0.66999996,0.66738665
2172.0,0.92984474,0.1570248,0.52589643,0.65581393,0.60800004,0.66738665
2173.0,0.9288902,0.1570248,0.5816733,0.71162796,0.66999996,0.66738665
2174.0,0.92507225,0.1570248,0.52589643,0.65581393,0.60800004,0.66738665
2175.0,0.9360489,0.21487603,0.61752987,0.68837214,0.64199996,0.6339093
2176.0,0.93127644,0.21487603,0.61752987,0.68837214,0.64199996,0.6339093
2177.0,0.926504,0.21487603,0.61752987,0.68837214,0.64199996,0.6339093
2178.0,0.9436849,0.16528925,0.55378485,0.5023256,1.0,0.8542117
2179.0,0.9389124,0.16528925,0.55378485,0.5023256,1.0,0.8542117
2180.0,0.93413997,0.16528925,0.55378485,0.5023256,1.0,0.8542117
2181.0,0.9455939,0.25619835,0.6733068,0.5395349,0.532,0.8110151
2182.0,0.94273037,0.25619835,0.6494024,0.52093023,0.51199996,0.8110151
2183.0,0.9417759,0.25619835,0.6733068,0.5395349,0.532,0.8110151
2184.0,0.9389124,0.25619835,0.6494024,0.52093023,0.51199996,0.8110151
2185.0,0.94941187,0.15041323,0.57768923,0.71627903,0.68200004,0.66738665
2186.0,0.9455939,0.15041323,0.57768923,0.71627903,0.68200004,0.66738665
2187.0,0.9455939,0.15041323,0.5737052,0.7023256,0.662,0.66738665
2188.0,0.9417759,0.15041323,0.5737052,0.7023256,0.662,0.66738665
2189.0,0.9546787,0.16198348,0.43824703,0.5860465,0.51199996,0.550756
2190.0,0.95013535,0.16198348,0.43824703,0.5860465,0.51199996,0.550756
2191.0,0.9430931,0.16198348,0.43824703,0.5860465,0.51199996,0.550756
2192.0,0.9377556,0.16198348,0.43824703,0.5860465,0.51199996,0.550756
2193.0,0.9479782,0.16198348,0.43824703,0.5860465,0.51199996,0.550756
2194.0,0.94093597,0.16198348,0.43824703,0.5860465,0.51199996,0.550756
2195.0,0.9355965,0.16198348,0.43824703,0.5860465,0.51199996,0.550756
2196.0,0.9319618,0.18347107,0.4581673,0.52558136,0.458,0.4611231
2197.0,0.9313032,0.18347107,0.45418328,0.572093,0.496,0.4611231
2198.0,0.970468,0.049586777,1.0,1.0,1.0,0.8650108
2967.0,0.91170937,0.38181818,0.689243,0.47906977,0.472,0.74514043
2199.0,0.9692176,0.07438017,1.0,0.7023256,0.656,0.8650108
2200.0,0.96785456,0.07438017,1.0,0.7023256,0.656,0.8650108
2201.0,0.96683323,0.10743801,1.0,0.7209302,0.674,0.8650108
2202.0,0.96547025,0.10743801,1.0,0.7209302,0.674,0.8650108
2203.0,0.96478873,0.049586777,1.0,1.0,1.0,0.85205185
2204.0,0.96353835,0.07438017,1.0,0.7023256,0.656,0.85205185
2205.0,0.9621753,0.07438017,1.0,0.7023256,0.656,0.85205185
2206.0,0.96115404,0.10743801,1.0,0.7209302,0.674,0.85205185
2207.0,0.959791,0.10743801,1.0,0.7209302,0.674,0.85205185
2208.0,0.9679462,0.07438017,1.0,0.7023256,0.66400003,0.67710584
2209.0,0.96657175,0.07438017,1.0,0.7023256,0.66400003,0.67710584
2210.0,0.9659055,0.07438017,1.0,0.7023256,0.66400003,0.67710584
2211.0,0.964531,0.07438017,1.0,0.7023256,0.66400003,0.67710584
2212.0,0.9654473,0.10743801,1.0,0.7209302,0.68200004,0.67710584
2213.0,0.9640729,0.10743801,1.0,0.7209302,0.68200004,0.67710584
2214.0,0.9634047,0.10743801,1.0,0.7209302,0.68200004,0.67710584
2215.0,0.96203023,0.10743801,1.0,0.7209302,0.68200004,0.67710584
2216.0,0.9602358,0.07438017,1.0,0.7023256,0.66400003,0.67710584
2217.0,0.95886135,0.07438017,1.0,0.7023256,0.66400003,0.67710584
2218.0,0.957735,0.10743801,1.0,0.7209302,0.68200004,0.67710584
2219.0,0.9563606,0.10743801,1.0,0.7209302,0.68200004,0.67710584
2220.0,0.9471821,0.0661157,1.0,0.65581393,0.61,0.6047516
2221.0,0.94581914,0.0661157,1.0,0.65581393,0.61,0.6339093
2222.0,0.94581914,0.0661157,1.0,0.65581393,0.61,0.6047516
2223.0,0.9444561,0.0661157,1.0,0.65581393,0.61,0.6339093
2224.0,0.9424116,0.0661157,1.0,0.65581393,0.61,0.6047516
2225.0,0.94104856,0.0661157,1.0,0.65581393,0.61,0.6339093
2226.0,0.93690413,0.09090909,1.0,0.5860465,0.532,0.550756
2227.0,0.9347451,0.09090909,1.0,0.60465115,0.55,0.5842333
2228.0,0.9334966,0.09090909,1.0,0.5860465,0.532,0.550756
2229.0,0.93133754,0.09090909,1.0,0.60465115,0.55,0.5842333
2230.0,0.94195724,0.11570248,1.0,0.65581393,0.61,0.6047516
2231.0,0.94059426,0.11570248,1.0,0.65581393,0.61,0.6339093
2232.0,0.9385497,0.11570248,1.0,0.65581393,0.61,0.6047516
