6,7755,dump
#
# used SQL: SELECT PRICE,POWER,ACCELERATION,FUELCONSUMPTION,CO2EMISSION,TAXES FROM LANGNER.CARS2 WHERE (PRICE IS NOT NULL) AND (POWER IS NOT NULL) AND (ACCELERATION IS NOT NULL) AND (FUELCONSUMPTION IS NOT NULL) AND (CO2EMISSION IS NOT NULL) AND (TAXES IS NOT NULL)
#
0.82840115,0.77190083,0.8525896,0.31627905,0.3,0.4827214
0.89972854,0.07438017,0.15936255,0.6651163,0.61800003,0.712743
0.95013535,0.07438017,0.15936255,0.6511628,0.604,0.712743
0.9467278,0.12396694,0.38645422,0.6651163,0.612,0.66738665
0.9455919,0.12396694,0.38645422,0.6511628,0.604,0.66738665
0.9393228,0.12396694,0.38645422,0.6651163,0.612,0.66738665
0.93566525,0.12396694,0.38645422,0.6651163,0.612,0.66738665
0.9295202,0.12396694,0.38645422,0.6511628,0.604,0.66738665
0.9443435,0.15041323,0.4501992,0.6465117,0.602,0.66738665
0.93773264,0.15041323,0.4501992,0.65581393,0.60800004,0.66738665
0.9344168,0.15041323,0.4501992,0.65581393,0.60800004,0.66738665
0.9282717,0.15041323,0.4501992,0.6465117,0.602,0.66738665
0.94493335,0.1570248,0.4661355,0.53023255,0.518,0.8542117
0.9411402,0.1570248,0.4661355,0.5395349,0.53,0.8542117
0.9374826,0.1570248,0.4661355,0.5395349,0.53,0.8542117
0.94854516,0.07438017,0.15936255,0.6511628,0.604,0.712743
0.9451376,0.12396694,0.38645422,0.65581393,0.60800004,0.66738665
0.9440018,0.12396694,0.38645422,0.6511628,0.604,0.66738665
0.93807435,0.12396694,0.38645422,0.65581393,0.60800004,0.66738665
0.93407506,0.12396694,0.38645422,0.65581393,0.60800004,0.66738665
0.92793,0.12396694,0.38645422,0.6511628,0.604,0.66738665
0.9427533,0.15041323,0.4501992,0.6465117,0.602,0.66738665
0.93648416,0.15041323,0.4501992,0.6511628,0.604,0.66738665
0.9328266,0.15041323,0.4501992,0.6511628,0.604,0.66738665
0.9266815,0.15041323,0.4501992,0.6465117,0.602,0.66738665
0.94695497,0.09090909,1.0,0.6604651,0.61399996,0.6047516
0.9444561,0.12396694,1.0,0.6139535,0.56200004,0.6047516
0.93911856,0.12396694,1.0,0.5860465,0.53,0.6047516
0.93900406,0.18512397,1.0,0.6372093,0.58599997,0.5
0.9345752,0.09090909,1.0,0.6325581,0.584,0.6047516
0.9374139,0.12396694,1.0,0.60465115,0.552,0.6047516
0.9374139,0.12396694,1.0,0.60465115,0.552,0.6047516
0.93207633,0.12396694,1.0,0.5860465,0.53,0.6047516
0.9319618,0.18512397,1.0,0.61860466,0.56799996,0.5
0.9319618,0.18512397,1.0,0.61860466,0.56799996,0.5
0.92662424,0.18512397,1.0,0.6,0.548,0.5
0.86600816,0.6479339,0.8247012,0.3767442,0.366,0.54859614
0.74039686,0.9950413,0.8645418,1.0,1.0,0.54859614
0.8471856,0.6479339,0.8247012,0.3767442,0.366,0.54859614
0.9856826,0.049586777,0.4820717,0.67441857,0.66999996,0.8984881
0.9837736,0.049586777,0.4820717,0.67441857,0.66999996,0.8984881
0.9822464,0.049586777,0.4820717,0.67441857,0.66999996,0.8984881
0.9809101,0.069421485,0.5418327,0.6651163,0.65999997,0.8833693
0.97728306,0.067768596,0.4820717,0.7860465,0.76,0.7311015
0.9809101,0.0446281,0.4820717,0.572093,0.702,0.8984881
0.9809101,0.049586777,0.4820717,0.67441857,0.66999996,0.8984881
0.97938293,0.0446281,0.4820717,0.572093,0.702,0.8984881
0.97938293,0.049586777,0.4820717,0.67441857,0.66999996,0.8984881
0.9860644,0.049586777,0.4820717,0.67441857,0.66999996,0.8984881
0.98425084,0.049586777,0.4820717,0.67441857,0.66999996,0.8984881
0.9823419,0.049586777,0.4820717,0.67441857,0.66999996,0.8984881
0.98100555,0.069421485,0.5418327,0.6604651,0.656,0.8833693
0.9800511,0.09917355,0.59362555,0.66976744,0.65999997,0.8833693
0.9773785,0.067768596,0.4820717,0.7860465,0.76,0.7311015
0.9837736,0.049586777,0.37848604,0.6465117,0.64199996,0.8984881
0.98110104,0.049586777,0.37848604,0.6465117,0.64199996,0.8984881
0.97976476,0.069421485,0.4661355,0.6465117,0.64,0.8833693
0.9787148,0.069421485,0.4661355,0.6465117,0.64,0.8833693
0.9777603,0.09917355,0.52988046,0.6511628,0.644,0.8833693
0.97613764,0.067768596,0.4302789,0.75813955,0.726,0.7311015
0.9750877,0.067768596,0.4302789,0.75813955,0.726,0.7311015
0.97690123,0.06446281,0.4661355,0.53023255,0.672,0.8833693
0.97690123,0.069421485,0.4661355,0.6465117,0.64,0.8833693
0.9758513,0.06446281,0.4661355,0.53023255,0.672,0.8833693
0.9758513,0.069421485,0.4661355,0.6465117,0.64,0.8833693
0.9809292,0.021487603,0.51394427,0.7767442,0.772,0.9276458
0.9778748,0.021487603,0.51394427,0.7767442,0.772,0.9276458
0.97558403,0.021487603,0.40239042,0.7255814,0.72,0.9276458
0.9824564,0.041322313,0.55776894,0.7953488,0.792,0.9276458
0.9805474,0.041322313,0.43824703,0.74418604,0.742,0.9276458
0.9780657,0.041322313,0.55776894,0.7953488,0.792,0.9276458
0.9761568,0.041322313,0.43824703,0.74418604,0.742,0.9276458
0.9656573,0.069421485,0.62151396,0.7209302,0.72,0.9060475
0.9809292,0.041322313,0.44621515,0.76744187,0.764,0.9276458
0.9780657,0.076033056,0.54980075,0.73023254,0.726,0.9060475
0.97596586,0.076033056,0.4820717,0.7023256,0.698,0.9060475
0.9755268,0.076033056,0.52191234,0.7069768,0.704,0.9060475
0.9734269,0.076033056,0.4621514,0.68372095,0.68200004,0.9060475
0.97329324,0.09586777,0.5816733,0.71162796,0.71000004,0.89092875
0.9711934,0.09586777,0.55776894,0.68837214,0.686,0.89092875
0.9713843,0.076033056,0.5418327,0.69302326,0.68799996,0.9060475
0.96947527,0.09586777,0.5697211,0.6651163,0.662,0.89092875
0.9671845,0.09586777,0.45418328,0.6511628,0.648,0.89092875
0.9673754,0.09586777,0.52589643,0.6604651,0.656,0.89092875
0.9713843,0.09917355,0.5059761,0.6511628,0.648,0.89092875
0.9687499,0.09917355,0.44223106,0.627907,0.624,0.89092875
0.96689814,0.09917355,0.5059761,0.6511628,0.648,0.89092875
0.96426374,0.09917355,0.44223106,0.627907,0.624,0.89092875
0.9621257,0.09917355,0.5059761,0.6232558,0.61800003,0.89092875
0.9594913,0.09917355,0.44223106,0.60465115,0.598,0.89092875
0.9574296,0.09917355,0.49800795,0.6232558,0.61800003,0.89092875
0.97023886,0.17355372,0.52589643,0.65581393,0.646,0.86933047
0.9648937,0.17355372,0.52589643,0.65581393,0.646,0.86933047
0.9585941,0.18347107,0.54980075,0.627907,0.61800003,0.8542117
0.94294035,0.41322315,0.73306775,0.5860465,0.578,0.825054
0.96164846,0.1570248,0.62948203,0.71627903,0.674,0.66738665
0.95916677,0.1570248,0.62948203,0.71627903,0.674,0.66738665
0.95744866,0.18347107,0.51792824,0.6372093,0.63,0.8542117
0.9536307,0.1570248,0.52988046,0.71162796,0.65999997,0.64146864
0.9543943,0.20661157,0.5976095,0.59069765,0.582,0.825054
0.9507672,0.1570248,0.5378486,0.6976744,0.656,0.66738665
0.9450403,0.1570248,0.5378486,0.6976744,0.656,0.66738665
0.9416041,0.1570248,0.52988046,0.67441857,0.628,0.66738665
0.9339681,0.1570248,0.52988046,0.67441857,0.628,0.66738665
0.7804665,0.76198345,0.84462154,0.018604636,0.022000015,0.39524835
0.94771284,0.21818182,0.5418327,0.60930234,0.556,0.5334773
0.9448494,0.21818182,0.5418327,0.60930234,0.556,0.5334773
0.93339545,0.21818182,0.5816733,0.5813954,0.51600003,0.5334773
0.9249959,0.21818182,0.5816733,0.5813954,0.51600003,0.5334773
0.6762358,0.7355372,0.84063745,0.14883727,0.16000003,0.6792656
0.66306376,0.7355372,0.84063745,0.14883727,0.16000003,0.6792656
0.6439739,0.7355372,0.8366534,0.14883727,0.16000003,0.6792656
0.6308019,0.7355372,0.8366534,0.14883727,0.16000003,0.6792656
0.53802514,0.9504132,0.8525896,0.009302378,0.01999998,0.56263494
0.5246622,0.9504132,0.8525896,0.009302378,0.01999998,0.56263494
0.48781878,0.8181818,0.8326693,0.037209272,0.050000012,0.5777538
0.979192,0.03966942,0.4860558,0.7627907,0.76199996,0.9060475
0.977474,0.03966942,0.4860558,0.76744187,0.764,0.9060475
0.97537404,0.03966942,0.4860558,0.7627907,0.76199996,0.9060475
0.973656,0.03966942,0.4860558,0.76744187,0.764,0.9060475
0.97537404,0.03966942,0.4860558,0.7627907,0.76199996,0.9060475
0.973656,0.03966942,0.4860558,0.76744187,0.764,0.9060475
0.97537404,0.09090909,0.5816733,0.7069768,0.702,0.8984881
0.973656,0.09090909,0.5816733,0.7209302,0.72,0.8984881
0.97155607,0.09090909,0.5816733,0.7069768,0.702,0.8984881
0.969838,0.09090909,0.5816733,0.7209302,0.72,0.8984881
0.97155607,0.09090909,0.5816733,0.7069768,0.702,0.8984881
0.969838,0.09090909,0.5816733,0.7209302,0.72,0.8984881
0.9654473,0.14876033,0.685259,0.6976744,0.69,0.8984881
0.97537404,0.049586777,0.50199205,0.80465114,0.778,0.78401726
0.97155607,0.049586777,0.50199205,0.80465114,0.778,0.78401726
0.97155607,0.049586777,0.50199205,0.80465114,0.778,0.78401726
0.98150194,0.016528925,0.40239042,0.7348837,0.73,0.91252697
0.9794402,0.024793388,0.44223106,0.73953485,0.73399997,0.9060475
0.9778748,0.024793388,0.44223106,0.74883723,0.746,0.9060475
0.9761949,0.024793388,0.44223106,0.73953485,0.73399997,0.9060475
0.9746296,0.024793388,0.44223106,0.74883723,0.746,0.9060475
0.9754313,0.024793388,0.20318729,0.69302326,0.68799996,0.9060475
0.97409505,0.024793388,0.44223106,0.73953485,0.73399997,0.9060475
0.97252965,0.024793388,0.44223106,0.74883723,0.746,0.9060475
0.9739996,0.024793388,0.20318729,0.69302326,0.68799996,0.9060475
0.9722815,0.09090909,0.61752987,0.6976744,0.69200003,0.8984881
0.9759086,0.041322313,0.4820717,0.8,0.772,0.76673865
0.9726633,0.041322313,0.4820717,0.8,0.772,0.76673865
0.9718997,0.041322313,0.28286856,0.75348836,0.718,0.76673865
0.970468,0.041322313,0.28286856,0.75348836,0.718,0.76673865
0.9655046,0.041322313,0.28286856,0.75348836,0.718,0.76673865
0.9746677,0.049586777,0.5059761,0.8,0.774,0.78401726
0.97142243,0.049586777,0.5059761,0.8,0.774,0.78401726
0.97409505,0.011570248,0.24302793,0.80465114,0.772,0.9060475
0.97409505,0.024793388,0.3227092,0.71162796,0.708,0.9060475
0.97718763,0.03305785,0.42231077,0.7255814,0.722,0.9060475
0.9760422,0.052892562,0.47410363,0.7255814,0.722,0.8984881
0.9268858,0.32231405,0.75298804,0.53488374,0.528,0.8542117
0.97428596,0.052892562,0.47410363,0.7348837,0.732,0.8984881
0.97577494,0.052892562,0.47410363,0.7255814,0.722,0.8984881
0.9740187,0.052892562,0.47410363,0.7348837,0.732,0.8984881
0.97317874,0.052892562,0.47410363,0.7255814,0.722,0.8984881
0.97142243,0.052892562,0.47410363,0.7348837,0.732,0.8984881
0.97184247,0.052892562,0.47410363,0.7255814,0.722,0.8984881
0.97008616,0.052892562,0.47410363,0.7348837,0.732,0.8984881
0.971747,0.08264463,0.5458168,0.7255814,0.722,0.8984881
0.9704107,0.08264463,0.5458168,0.7255814,0.722,0.8984881
0.9688835,0.08264463,0.5458168,0.7255814,0.722,0.8984881
0.96745175,0.12396694,0.64541835,0.69302326,0.69,0.8984881
0.9654473,0.18181819,0.6733068,0.67906976,0.676,0.8984881
0.9568569,0.2231405,0.70119524,0.67906976,0.676,0.8984881
0.97088796,0.049586777,0.4581673,0.7906977,0.76199996,0.76673865
0.96974254,0.049586777,0.4581673,0.7906977,0.76199996,0.78401726
0.9692653,0.07438017,0.52589643,0.7906977,0.76199996,0.76673865
0.96750903,0.07438017,0.52589643,0.7953488,0.77,0.76673865
0.9681199,0.07438017,0.52589643,0.7906977,0.76199996,0.78401726
0.96636367,0.07438017,0.52589643,0.7953488,0.77,0.78401726
0.967929,0.07438017,0.52589643,0.7906977,0.76199996,0.76673865
0.96617275,0.07438017,0.52589643,0.7953488,0.77,0.76673865
0.96678364,0.07438017,0.52589643,0.7906977,0.76199996,0.78401726
0.96502733,0.07438017,0.52589643,0.7953488,0.77,0.78401726
0.9664018,0.07438017,0.52589643,0.7906977,0.76199996,0.76673865
0.96525645,0.07438017,0.52589643,0.7906977,0.76199996,0.78401726
0.9615339,0.12396694,0.61752987,0.7767442,0.748,0.712743
0.96038854,0.12396694,0.61752987,0.7767442,0.748,0.73326135
0.9628702,0.12396694,0.61752987,0.7767442,0.748,0.712743
0.9617248,0.12396694,0.61752987,0.7767442,0.748,0.73326135
0.9694562,0.041322313,0.32669324,0.80465114,0.77,0.8984881
0.9694562,0.052892562,0.4063745,0.7069768,0.702,0.8984881
0.9758513,0.03305785,0.42231077,0.7255814,0.722,0.9060475
0.97470593,0.052892562,0.47410363,0.7255814,0.722,0.8984881
0.9729496,0.052892562,0.47410363,0.7348837,0.732,0.8984881
0.97443867,0.052892562,0.47410363,0.7255814,0.722,0.8984881
0.9726824,0.052892562,0.47410363,0.7348837,0.732,0.8984881
0.97184247,0.052892562,0.47410363,0.7255814,0.722,0.8984881
0.97008616,0.052892562,0.47410363,0.7348837,0.732,0.8984881
0.97050613,0.052892562,0.47410363,0.7255814,0.722,0.8984881
0.9687499,0.052892562,0.47410363,0.7348837,0.732,0.8984881
0.9704107,0.08264463,0.5458168,0.7255814,0.722,0.8984881
0.9690744,0.08264463,0.5458168,0.7255814,0.722,0.8984881
0.96754724,0.08264463,0.5458168,0.7255814,0.722,0.8984881
0.96754724,0.08264463,0.5458168,0.7255814,0.722,0.8984881
0.9661155,0.12396694,0.64541835,0.69302326,0.69,0.8984881
0.9661155,0.12396694,0.64541835,0.69302326,0.69,0.8984881
0.9695517,0.049586777,0.4581673,0.7906977,0.76199996,0.76673865
0.96840626,0.049586777,0.4581673,0.7906977,0.76199996,0.78401726
0.967929,0.07438017,0.52589643,0.7906977,0.76199996,0.76673865
0.96617275,0.07438017,0.52589643,0.7953488,0.77,0.76673865
0.96678364,0.07438017,0.52589643,0.7906977,0.76199996,0.78401726
0.96502733,0.07438017,0.52589643,0.7953488,0.77,0.78401726
0.9665927,0.07438017,0.52589643,0.7906977,0.76199996,0.76673865
0.9648365,0.07438017,0.52589643,0.7953488,0.77,0.76673865
0.9654473,0.07438017,0.52589643,0.7906977,0.76199996,0.78401726
0.96369106,0.07438017,0.52589643,0.7953488,0.77,0.78401726
0.96506554,0.07438017,0.52589643,0.7906977,0.76199996,0.76673865
0.9633093,0.07438017,0.52589643,0.7953488,0.77,0.76673865
0.9639201,0.07438017,0.52589643,0.7906977,0.76199996,0.78401726
0.96216387,0.07438017,0.52589643,0.7953488,0.77,0.78401726
0.96506554,0.07438017,0.52589643,0.7906977,0.76199996,0.76673865
0.9639201,0.07438017,0.52589643,0.7906977,0.76199996,0.78401726
0.9615339,0.12396694,0.61752987,0.7767442,0.748,0.712743
0.96038854,0.12396694,0.61752987,0.7767442,0.748,0.73326135
0.9681199,0.041322313,0.32669324,0.80465114,0.77,0.8984881
0.9681199,0.052892562,0.4063745,0.7069768,0.702,0.8984881
0.9716038,0.0661157,1.0,1.0,1.0,0.76673865
0.9708078,0.0661157,1.0,1.0,1.0,0.76673865
0.9680817,0.0661157,1.0,1.0,1.0,0.76673865
0.97384685,0.052892562,0.41832668,0.7069768,0.704,0.8984881
0.9707925,0.052892562,0.41832668,0.7069768,0.704,0.8984881
0.9674709,0.12396694,0.6334661,0.68837214,0.686,0.8984881
0.9644165,0.12396694,0.6334661,0.68837214,0.686,0.8984881
0.9702198,0.07438017,0.4501992,0.772093,0.742,0.76673865
0.9671654,0.07438017,0.4501992,0.772093,0.742,0.76673865
0.96556187,0.07438017,0.4501992,0.7813954,0.754,0.76673865
0.96411103,0.07438017,0.4501992,0.772093,0.742,0.76673865
0.9625075,0.07438017,0.4501992,0.7813954,0.754,0.76673865
0.9690744,0.07438017,0.50199205,0.68837214,0.68799996,0.8984881
0.9660391,0.07438017,0.50199205,0.68837214,0.68799996,0.8984881
0.96602005,0.07438017,0.50199205,0.68837214,0.68799996,0.8984881
0.96372926,0.07438017,0.50199205,0.68837214,0.68799996,0.8984881
0.9665927,0.12396694,0.61752987,0.68837214,0.68799996,0.8984881
0.9635574,0.12396694,0.61752987,0.68837214,0.68799996,0.8984881
0.96353835,0.12396694,0.61752987,0.68837214,0.68799996,0.8984881
0.96203023,0.12396694,0.61752987,0.6976744,0.69200003,0.8984881
0.96124756,0.12396694,0.61752987,0.68837214,0.68799996,0.8984881
0.9594913,0.12396694,0.61752987,0.6976744,0.69200003,0.8984881
0.9606749,0.12396694,0.61752987,0.68837214,0.68799996,0.8984881
0.95916677,0.12396694,0.61752987,0.6976744,0.69200003,0.8984881
0.9606749,0.17355372,0.6613546,0.67441857,0.66999996,0.8984881
0.95781136,0.17355372,0.6613546,0.67441857,0.66999996,0.8984881
0.9576205,0.17355372,0.6613546,0.67441857,0.66999996,0.8984881
0.9557115,0.17355372,0.6613546,0.67441857,0.66999996,0.8984881
0.96334743,0.09917355,0.54980075,0.772093,0.742,0.73326135
0.96029305,0.09917355,0.54980075,0.772093,0.742,0.73326135
0.9574296,0.09917355,0.54980075,0.772093,0.742,0.73326135
0.92957747,0.3305785,0.61354584,0.3534884,0.33999997,0.7311015
0.9591477,0.12396694,0.5816733,0.772093,0.742,0.73326135
0.9576396,0.12396694,0.5816733,0.7860465,0.76,0.73326135
0.9568569,0.12396694,0.5816733,0.772093,0.742,0.73326135
0.9551006,0.12396694,0.5816733,0.7860465,0.76,0.73326135
0.95628417,0.12396694,0.5816733,0.772093,0.742,0.73326135
0.9547761,0.12396694,0.5816733,0.7860465,0.76,0.73326135
0.95628417,0.17355372,0.6414343,0.73953485,0.702,0.66738665
0.9534207,0.17355372,0.6414343,0.73953485,0.702,0.66738665
0.9532298,0.17355372,0.6414343,0.73953485,0.702,0.66738665
0.9513208,0.17355372,0.6414343,0.73953485,0.702,0.66738665
0.9520844,0.1983471,0.6733068,0.75348836,0.722,0.66738665
0.9501754,0.1983471,0.6733068,0.75348836,0.722,0.66738665
0.97023886,0.10247934,0.5737052,0.68837214,0.68200004,0.8833693
0.9671845,0.10247934,0.5737052,0.68837214,0.68200004,0.8833693
0.96393925,0.10247934,0.5737052,0.68837214,0.68200004,0.8833693
0.96546644,0.10247934,0.5697211,0.66976744,0.65400004,0.8833693
0.96201116,0.10247934,0.5697211,0.66976744,0.65400004,0.8833693
0.95973945,0.10247934,0.5697211,0.66976744,0.65400004,0.8833693
0.96241206,0.12396694,0.5816733,0.7069768,0.668,0.66738665
0.96029305,0.12396694,0.55378485,0.69302326,0.652,0.66738665
0.9572387,0.12396694,0.55378485,0.69302326,0.652,0.66738665
0.9545661,0.12396694,0.55378485,0.69302326,0.652,0.66738665
0.95809776,0.1570248,0.59362555,0.65581393,0.65,0.86933047
0.9550434,0.1570248,0.59362555,0.65581393,0.65,0.86933047
0.95370704,0.16859505,0.5976095,0.60930234,0.602,0.84017277
0.95206535,0.16859505,0.5976095,0.60930234,0.602,0.84017277
0.9491064,0.16859505,0.5737052,0.56279075,0.556,0.84017277
0.95447063,0.12396694,0.54980075,0.71627903,0.68,0.66738665
0.95141625,0.12396694,0.54980075,0.71627903,0.68,0.66738665
0.94903004,0.17355372,0.61752987,0.71627903,0.68,0.66738665
0.9460711,0.17355372,0.6055777,0.66976744,0.626,0.66738665
0.9473883,0.17355372,0.61752987,0.71627903,0.68,0.66738665
0.9444294,0.17355372,0.6055777,0.66976744,0.626,0.66738665
0.93822515,0.25619835,0.6613546,0.6651163,0.61800003,0.600432
0.941585,0.12396694,0.4860558,0.67906976,0.63600004,0.64146864
0.93948513,0.12396694,0.4860558,0.67906976,0.63600004,0.64146864
0.9400578,0.15041323,0.5458168,0.66976744,0.624,0.66738665
0.97140336,0.1338843,0.56175303,0.6976744,0.69200003,0.8833693
0.93795794,0.15041323,0.5458168,0.66976744,0.624,0.66738665
0.93127644,0.15041323,0.5458168,0.66976744,0.624,0.66738665
0.93452173,0.20661157,0.6015936,0.6651163,0.61800003,0.6339093
0.9319446,0.20661157,0.5697211,0.61860466,0.564,0.6339093
0.92822206,0.20661157,0.6015936,0.6651163,0.61800003,0.6339093
0.92564493,0.20661157,0.5697211,0.61860466,0.564,0.6339093
0.97535115,0.04628099,0.40239042,0.67906976,0.672,0.8984881
0.9728523,0.049586777,0.38645422,0.7906977,0.76199996,0.76673865
0.9739881,0.04628099,0.40239042,0.67906976,0.672,0.8984881
0.97148925,0.049586777,0.38645422,0.7906977,0.76199996,0.76673865
0.97520226,0.04628099,1.0,0.67441857,0.66999996,0.8984881
0.9721479,0.04628099,1.0,0.67441857,0.66999996,0.8984881
0.97252965,0.049586777,1.0,0.7860465,0.754,0.76673865
0.97023886,0.049586777,1.0,0.7906977,0.76199996,0.76673865
0.9713843,0.049586777,1.0,0.7860465,0.754,0.78401726
0.9690935,0.049586777,1.0,0.7906977,0.76199996,0.78401726
0.96947527,0.049586777,1.0,0.7860465,0.754,0.76673865
0.9671845,0.049586777,1.0,0.7906977,0.76199996,0.76673865
0.9683299,0.049586777,1.0,0.7860465,0.754,0.78401726
0.9660391,0.049586777,1.0,0.7906977,0.76199996,0.78401726
0.9749923,0.052892562,1.0,0.65581393,0.652,0.8984881
0.97121245,0.052892562,1.0,0.65581393,0.652,0.8984881
0.97084975,0.052892562,1.0,0.65581393,0.652,0.8984881
0.96846354,0.052892562,1.0,0.65581393,0.652,0.8984881
0.97012436,0.0661157,1.0,0.74418604,0.726,0.78401726
0.96634454,0.0661157,1.0,0.74418604,0.726,0.78401726
0.96598184,0.0661157,1.0,0.74418604,0.726,0.78401726
0.9635956,0.0661157,1.0,0.74418604,0.726,0.78401726
0.9637674,0.12396694,1.0,0.71627903,0.68,0.66738665
0.9634047,0.12396694,1.0,0.71627903,0.68,0.66738665
0.9610185,0.12396694,1.0,0.71627903,0.68,0.66738665
0.96521825,0.07768595,1.0,0.7255814,0.678,0.8833693
0.96521825,0.09586777,1.0,0.572093,0.564,0.8833693
0.9744883,0.052892562,1.0,0.65581393,0.652,0.87796974
0.9718768,0.049586777,1.0,0.74883723,1.0,0.87796974
0.9695593,0.09090909,0.5059761,0.7023256,0.66400003,0.8650108
0.96574324,0.07768595,0.43824703,0.7255814,0.658,0.8650108
0.96574324,0.09586777,0.47410363,0.572093,0.564,0.8650108
0.97335243,0.052892562,1.0,0.65581393,0.652,0.87796974
0.97171646,0.052892562,1.0,0.65581393,0.652,0.8650108
0.9705806,0.052892562,1.0,0.65581393,0.652,0.8650108
0.970741,0.049586777,1.0,0.74883723,1.0,0.87796974
0.96910495,0.049586777,1.0,0.74883723,1.0,0.8650108
0.9679691,0.049586777,1.0,0.74883723,1.0,0.8650108
0.9686964,0.0661157,1.0,0.74418604,0.71000004,0.87796974
0.9684234,0.09090909,0.5059761,0.7023256,0.66400003,0.8650108
0.96706045,0.09090909,0.5059761,0.7023256,0.66400003,0.8650108
0.96592456,0.09090909,0.5059761,0.7023256,0.66400003,0.8650108
0.96592456,0.12396694,1.0,0.71627903,0.68,0.87796974
0.9634257,0.12396694,1.0,0.71627903,0.68,0.8650108
0.96460736,0.07768595,0.43824703,0.7255814,0.658,0.8650108
0.96460736,0.09586777,0.47410363,0.572093,0.564,0.8650108
0.9629714,0.07768595,0.43824703,0.7209302,0.658,0.8650108
0.9629714,0.09586777,0.47410363,0.56279075,0.564,0.8650108
0.9618355,0.07768595,0.43824703,0.7209302,0.658,0.8650108
0.9618355,0.09586777,0.47410363,0.56279075,0.564,0.8650108
0.9530885,0.07438017,1.0,0.6651163,0.61800003,0.712743
0.9526342,0.07438017,1.0,0.6651163,0.61800003,0.712743
0.95172554,0.07438017,1.0,0.6651163,0.61800003,0.712743
0.9492267,0.07438017,1.0,0.6651163,0.61800003,0.712743
0.9430931,0.07438017,1.0,0.6651163,0.61800003,0.712743
0.9503625,0.12396694,1.0,0.6651163,0.612,0.64146864
0.9499082,0.12396694,1.0,0.6651163,0.612,0.64146864
0.9489995,0.12396694,1.0,0.6651163,0.612,0.64146864
0.94650066,0.12396694,1.0,0.6651163,0.612,0.64146864
0.94036704,0.12396694,1.0,0.6651163,0.612,0.64146864
0.94740933,0.15041323,1.0,0.65581393,0.60800004,0.66738665
0.9460463,0.15041323,1.0,0.65581393,0.60800004,0.66738665
0.94695497,0.15041323,1.0,0.65581393,0.60800004,0.66738665
0.9435474,0.15041323,1.0,0.65581393,0.60800004,0.66738665
0.9374139,0.15041323,1.0,0.65581393,0.60800004,0.66738665
0.9519527,0.07438017,1.0,0.6651163,0.61800003,0.712743
0.9514984,0.07438017,1.0,0.6651163,0.61800003,0.712743
0.95058966,0.07438017,1.0,0.6651163,0.61800003,0.712743
0.9492267,0.12396694,1.0,0.6651163,0.612,0.64146864
0.9487723,0.12396694,1.0,0.6651163,0.612,0.64146864
0.94786364,0.12396694,1.0,0.6651163,0.612,0.64146864
0.9453648,0.12396694,1.0,0.6651163,0.612,0.64146864
0.9392312,0.12396694,1.0,0.6651163,0.612,0.64146864
0.94627345,0.15041323,1.0,0.65581393,0.60800004,0.66738665
0.94581914,0.15041323,1.0,0.65581393,0.60800004,0.66738665
0.94491047,0.15041323,1.0,0.65581393,0.60800004,0.66738665
0.9424116,0.15041323,1.0,0.65581393,0.60800004,0.66738665
0.936278,0.15041323,1.0,0.65581393,0.60800004,0.66738665
0.9509314,0.09090909,1.0,0.6604651,1.0,0.6047516
0.95047706,0.09090909,1.0,0.6604651,1.0,0.6047516
0.94820535,0.09090909,1.0,0.6604651,1.0,0.6047516
0.94775105,0.09090909,1.0,0.6604651,1.0,0.6047516
0.9453648,0.09090909,1.0,0.6604651,1.0,0.6047516
0.949114,0.12396694,1.0,0.6651163,1.0,0.58747303
0.9470924,0.12396694,1.0,0.6651163,1.0,0.6166307
0.9486597,0.12396694,1.0,0.6651163,1.0,0.58747303
0.9466381,0.12396694,1.0,0.6651163,1.0,0.6166307
0.946388,0.12396694,1.0,0.6651163,1.0,0.58747303
0.9443664,0.12396694,1.0,0.6651163,1.0,0.6166307
0.94593364,0.12396694,1.0,0.6651163,1.0,0.58747303
0.943912,0.12396694,1.0,0.6651163,1.0,0.6166307
0.94354934,0.12396694,1.0,0.6651163,1.0,0.58747303
0.9415277,0.12396694,1.0,0.6651163,1.0,0.6166307
0.9447978,0.18512397,1.0,0.6372093,1.0,0.4611231
0.9413903,0.18512397,1.0,1.0,1.0,0.4611231
0.9427762,0.18512397,1.0,0.6372093,1.0,0.5
0.93936867,0.18512397,1.0,1.0,1.0,0.5
0.9443435,0.18512397,1.0,0.6372093,1.0,0.4611231
0.94093597,0.18512397,1.0,1.0,1.0,0.4611231
0.94232184,0.18512397,1.0,0.6372093,1.0,0.5
0.9389143,0.18512397,1.0,1.0,1.0,0.5
0.9420718,0.18512397,1.0,0.6372093,1.0,0.4611231
0.93866426,0.18512397,1.0,1.0,1.0,0.4611231
0.9400502,0.18512397,1.0,0.6372093,1.0,0.5
0.93664265,0.18512397,1.0,1.0,1.0,0.5
0.9416174,0.18512397,1.0,0.6372093,1.0,0.4611231
0.9382099,0.18512397,1.0,1.0,1.0,0.4611231
0.9395958,0.18512397,1.0,0.6372093,1.0,0.5
0.9361883,0.18512397,1.0,1.0,1.0,0.5
0.9392312,0.18512397,1.0,0.6372093,1.0,0.4611231
0.9358237,0.18512397,1.0,1.0,1.0,0.4611231
0.9372096,0.18512397,1.0,0.6372093,1.0,0.5
